time_bucket,building,clientCount
1621105500000,58-TNW-Zuid,37
1621105500000,60-LMS,0
1621105500000,61-Vliegtuighal,3
1621105500000,62-LR,5
1621105500000,63-Simona,0
1621105500000,64-HSL,0
1621105500000,66-Fellowship,0
1621105500000,Katalyse Labaratorium,0
1621105500000,Unknown,0
1621105500000,VLL-LAB(TNO),6
1621105800000,03-Science Center,11
1621105800000,05-TNW-BIO,1
1621105800000,08-BK-City,3
1621105800000,19-Studuitzendbureau,0
1621105800000,20-Aula,7
1621105800000,21-BTUD,55
1621105800000,22-TNW-TN,48
1621105800000,23-CITG,18
1621105800000,25-GreenVillage,18
1621105800000,26-Bouwcampus,7
1621105800000,28- WNI,2
1621105800000,30-IKC_ISD-FMVG,34
1621105800000,30-O S,0
1621105800000,31-TBM,2
1621105800000,32-OCP-IO,9
1621105800000,32a- Learninglab,0
1621105800000,33-Pulse,55
1621105800000,34-3ME,25
1621105800000,35-Drebbelweg,1
1621105800000,36-ESP-Lab,8
1621105800000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621105800000,36-EWI-HB,1
1621105800000,37-Sportcentrum,13
1621105800000,38-Cultureel Centrum,0
1621105800000,43-EGM,0
1621105800000,45-LSL,1
1621105800000,46-P E lab,0
1621105800000,50-TNW-RID,15
1621105800000,58-TNW-Zuid,41
1621105800000,60-LMS,1
1621105800000,61-Vliegtuighal,2
1621105800000,62-LR,4
1621105800000,63-Simona,0
1621105800000,64-HSL,0
1621105800000,66-Fellowship,0
1621105800000,Katalyse Labaratorium,4
1621105800000,Unknown,0
1621105800000,VLL-LAB(TNO),6
1621106100000,03-Science Center,10
1621106100000,05-TNW-BIO,1
1621106100000,08-BK-City,4
1621106100000,19-Studuitzendbureau,0
1621106100000,20-Aula,9
1621106100000,21-BTUD,56
1621106100000,22-TNW-TN,45
1621106100000,23-CITG,20
1621106100000,25-GreenVillage,18
1621106100000,26-Bouwcampus,7
1621106100000,28- WNI,2
1621106100000,30-IKC_ISD-FMVG,34
1621106100000,30-O S,0
1621106100000,31-TBM,2
1621106100000,32-OCP-IO,11
1621106100000,32a- Learninglab,0
1621106100000,33-Pulse,56
1621106100000,34-3ME,27
1621106100000,35-Drebbelweg,1
1621106100000,36-ESP-Lab,8
1621106100000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621106100000,36-EWI-HB,1
1621106100000,37-Sportcentrum,12
1621106100000,38-Cultureel Centrum,0
1621106100000,43-EGM,0
1621106100000,45-LSL,1
1621106100000,46-P E lab,0
1621106100000,50-TNW-RID,14
1621106100000,58-TNW-Zuid,39
1621106100000,60-LMS,1
1621106100000,61-Vliegtuighal,3
1621106100000,62-LR,5
1621106100000,63-Simona,0
1621106100000,64-HSL,0
1621106100000,66-Fellowship,0
1621106100000,Katalyse Labaratorium,0
1621106100000,Unknown,0
1621106100000,VLL-LAB(TNO),6
1621106400000,03-Science Center,10
1621106400000,05-TNW-BIO,1
1621106400000,08-BK-City,4
1621106400000,19-Studuitzendbureau,0
1621106400000,20-Aula,8
1621106400000,21-BTUD,54
1621106400000,22-TNW-TN,48
1621106400000,23-CITG,18
1621106400000,25-GreenVillage,19
1621106400000,26-Bouwcampus,8
1621106400000,28- WNI,2
1621106400000,30-IKC_ISD-FMVG,34
1621106400000,30-O S,0
1621106400000,31-TBM,2
1621106400000,32-OCP-IO,10
1621106400000,32a- Learninglab,0
1621106400000,33-Pulse,54
1621106400000,34-3ME,25
1621106400000,35-Drebbelweg,1
1621106400000,36-ESP-Lab,8
1621106400000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,17
1621106400000,36-EWI-HB,1
1621106400000,37-Sportcentrum,12
1621106400000,38-Cultureel Centrum,0
1621106400000,43-EGM,0
1621106400000,45-LSL,1
1621106400000,46-P E lab,0
1621106400000,50-TNW-RID,15
1621106400000,58-TNW-Zuid,39
1621106400000,60-LMS,2
1621106400000,61-Vliegtuighal,3
1621106400000,62-LR,4
1621106400000,63-Simona,0
1621106400000,64-HSL,0
1621106400000,66-Fellowship,0
1621106400000,Katalyse Labaratorium,2
1621106400000,Unknown,0
1621106400000,VLL-LAB(TNO),6
1621106700000,03-Science Center,11
1621106700000,05-TNW-BIO,1
1621106700000,08-BK-City,2
1621106700000,19-Studuitzendbureau,0
1621106700000,20-Aula,7
1621106700000,21-BTUD,54
1621106700000,22-TNW-TN,42
1621106700000,23-CITG,15
1621106700000,25-GreenVillage,20
1621106700000,26-Bouwcampus,8
1621106700000,28- WNI,2
1621106700000,30-IKC_ISD-FMVG,35
1621106700000,30-O S,0
1621106700000,31-TBM,1
1621106700000,32-OCP-IO,10
1621106700000,32a- Learninglab,0
1621106700000,33-Pulse,55
1621106700000,34-3ME,24
1621106700000,35-Drebbelweg,1
1621106700000,36-ESP-Lab,9
1621106700000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621106700000,36-EWI-HB,1
1621106700000,37-Sportcentrum,11
1621106700000,38-Cultureel Centrum,1
1621106700000,43-EGM,0
1621106700000,45-LSL,2
1621106700000,46-P E lab,0
1621106700000,50-TNW-RID,15
1621106700000,58-TNW-Zuid,39
1621106700000,60-LMS,0
1621106700000,61-Vliegtuighal,3
1621106700000,62-LR,4
1621106700000,63-Simona,0
1621106700000,64-HSL,0
1621106700000,66-Fellowship,0
1621106700000,Katalyse Labaratorium,1
1621106700000,Unknown,0
1621106700000,VLL-LAB(TNO),6
1621107000000,03-Science Center,10
1621107000000,05-TNW-BIO,2
1621107000000,08-BK-City,2
1621107000000,19-Studuitzendbureau,0
1621107000000,20-Aula,8
1621107000000,21-BTUD,53
1621107000000,22-TNW-TN,47
1621107000000,23-CITG,19
1621107000000,25-GreenVillage,20
1621107000000,26-Bouwcampus,8
1621107000000,28- WNI,3
1621107000000,30-IKC_ISD-FMVG,36
1621107000000,30-O S,0
1621107000000,31-TBM,1
1621107000000,32-OCP-IO,9
1621107000000,32a- Learninglab,0
1621107000000,33-Pulse,52
1621107000000,34-3ME,25
1621107000000,35-Drebbelweg,1
1621107000000,36-ESP-Lab,8
1621107000000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621107000000,36-EWI-HB,1
1621107000000,37-Sportcentrum,11
1621107000000,38-Cultureel Centrum,1
1621107000000,43-EGM,0
1621107000000,45-LSL,1
1621107000000,46-P E lab,0
1621107000000,50-TNW-RID,14
1621107000000,58-TNW-Zuid,38
1621107000000,60-LMS,1
1621107000000,61-Vliegtuighal,3
1621107000000,62-LR,5
1621107000000,63-Simona,0
1621107000000,64-HSL,0
1621107000000,66-Fellowship,0
1621107000000,Katalyse Labaratorium,3
1621107000000,Unknown,0
1621107000000,VLL-LAB(TNO),6
1621107300000,03-Science Center,10
1621107300000,05-TNW-BIO,1
1621107300000,08-BK-City,5
1621107300000,19-Studuitzendbureau,0
1621107300000,20-Aula,5
1621107300000,21-BTUD,52
1621107300000,22-TNW-TN,47
1621107300000,23-CITG,19
1621107300000,25-GreenVillage,21
1621107300000,26-Bouwcampus,8
1621107300000,28- WNI,2
1621107300000,30-IKC_ISD-FMVG,36
1621107300000,30-O S,0
1621107300000,31-TBM,1
1621107300000,32-OCP-IO,10
1621107300000,32a- Learninglab,0
1621107300000,33-Pulse,47
1621107300000,34-3ME,23
1621107300000,35-Drebbelweg,1
1621107300000,36-ESP-Lab,8
1621107300000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621107300000,36-EWI-HB,2
1621107300000,37-Sportcentrum,14
1621107300000,38-Cultureel Centrum,0
1621107300000,43-EGM,0
1621107300000,45-LSL,1
1621107300000,46-P E lab,0
1621107300000,50-TNW-RID,16
1621107300000,58-TNW-Zuid,36
1621107300000,60-LMS,2
1621107300000,61-Vliegtuighal,2
1621107300000,62-LR,5
1621107300000,63-Simona,0
1621107300000,64-HSL,0
1621107300000,66-Fellowship,0
1621107300000,Katalyse Labaratorium,1
1621107300000,Unknown,0
1621107300000,VLL-LAB(TNO),6
1621107600000,03-Science Center,10
1621107600000,05-TNW-BIO,1
1621107600000,08-BK-City,3
1621107600000,19-Studuitzendbureau,0
1621107600000,20-Aula,6
1621107600000,21-BTUD,49
1621107600000,22-TNW-TN,45
1621107600000,23-CITG,19
1621107600000,25-GreenVillage,20
1621107600000,26-Bouwcampus,8
1621107600000,28- WNI,2
1621107600000,30-IKC_ISD-FMVG,36
1621107600000,30-O S,0
1621107600000,31-TBM,1
1621107600000,32-OCP-IO,10
1621107600000,32a- Learninglab,0
1621107600000,33-Pulse,51
1621107600000,34-3ME,24
1621107600000,35-Drebbelweg,1
1621107600000,36-ESP-Lab,8
1621107600000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,18
1621107600000,36-EWI-HB,1
1621107600000,37-Sportcentrum,11
1621107600000,38-Cultureel Centrum,1
1621107600000,43-EGM,0
1621107600000,45-LSL,1
1621107600000,46-P E lab,0
1621107600000,50-TNW-RID,14
1621107600000,58-TNW-Zuid,36
1621107600000,60-LMS,2
1621107600000,61-Vliegtuighal,2
1621107600000,62-LR,4
1621107600000,63-Simona,0
1621107600000,64-HSL,0
1621107600000,66-Fellowship,0
1621107600000,Katalyse Labaratorium,3
1621107600000,Unknown,0
1621107600000,VLL-LAB(TNO),6
1621107900000,03-Science Center,11
1621107900000,05-TNW-BIO,1
1621107900000,08-BK-City,5
1621107900000,19-Studuitzendbureau,0
1621107900000,20-Aula,6
1621107900000,21-BTUD,51
1621107900000,22-TNW-TN,45
1621107900000,23-CITG,20
1621107900000,25-GreenVillage,19
1621107900000,26-Bouwcampus,7
1621107900000,28- WNI,2
1621107900000,30-IKC_ISD-FMVG,36
1621107900000,30-O S,0
1621107900000,31-TBM,2
1621107900000,32-OCP-IO,10
1621107900000,32a- Learninglab,0
1621107900000,33-Pulse,48
1621107900000,34-3ME,26
1621107900000,35-Drebbelweg,1
1621107900000,36-ESP-Lab,9
1621107900000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621107900000,36-EWI-HB,1
1621107900000,37-Sportcentrum,13
1621107900000,38-Cultureel Centrum,2
1621107900000,43-EGM,0
1621107900000,45-LSL,2
1621107900000,46-P E lab,0
1621107900000,50-TNW-RID,14
1621107900000,58-TNW-Zuid,39
1621107900000,60-LMS,1
1621107900000,61-Vliegtuighal,2
1621107900000,62-LR,4
1621107900000,63-Simona,0
1621107900000,64-HSL,0
1621107900000,66-Fellowship,0
1621107900000,Katalyse Labaratorium,1
1621107900000,Unknown,0
1621107900000,VLL-LAB(TNO),6
1621108200000,03-Science Center,9
1621108200000,05-TNW-BIO,1
1621108200000,08-BK-City,7
1621108200000,19-Studuitzendbureau,1
1621108200000,20-Aula,6
1621108200000,21-BTUD,50
1621108200000,22-TNW-TN,43
1621108200000,23-CITG,19
1621108200000,25-GreenVillage,20
1621108200000,26-Bouwcampus,6
1621108200000,28- WNI,2
1621108200000,30-IKC_ISD-FMVG,35
1621108200000,30-O S,0
1621108200000,31-TBM,5
1621108200000,32-OCP-IO,10
1621108200000,32a- Learninglab,0
1621108200000,33-Pulse,45
1621108200000,34-3ME,23
1621108200000,35-Drebbelweg,1
1621108200000,36-ESP-Lab,8
1621108200000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,17
1621108200000,36-EWI-HB,1
1621108200000,37-Sportcentrum,15
1621108200000,38-Cultureel Centrum,1
1621108200000,43-EGM,0
1621108200000,45-LSL,2
1621108200000,46-P E lab,0
1621108200000,50-TNW-RID,15
1621108200000,58-TNW-Zuid,34
1621108200000,60-LMS,1
1621108200000,61-Vliegtuighal,3
1621108200000,62-LR,6
1621108200000,63-Simona,0
1621108200000,64-HSL,0
1621108200000,66-Fellowship,0
1621108200000,Katalyse Labaratorium,4
1621108200000,Unknown,0
1621108200000,VLL-LAB(TNO),6
1621108500000,03-Science Center,10
1621108500000,05-TNW-BIO,1
1621108500000,08-BK-City,5
1621108500000,19-Studuitzendbureau,0
1621108500000,20-Aula,6
1621108500000,21-BTUD,51
1621108500000,22-TNW-TN,43
1621108500000,23-CITG,20
1621108500000,25-GreenVillage,19
1621108500000,26-Bouwcampus,7
1621108500000,28- WNI,2
1621108500000,30-IKC_ISD-FMVG,36
1621108500000,30-O S,0
1621108500000,31-TBM,2
1621108500000,32-OCP-IO,10
1621108500000,32a- Learninglab,0
1621108500000,33-Pulse,43
1621108500000,34-3ME,24
1621108500000,35-Drebbelweg,1
1621108500000,36-ESP-Lab,8
1621108500000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621108500000,36-EWI-HB,1
1621108500000,37-Sportcentrum,12
1621108500000,38-Cultureel Centrum,1
1621108500000,43-EGM,0
1621108500000,45-LSL,2
1621108500000,46-P E lab,0
1621108500000,50-TNW-RID,16
1621108500000,58-TNW-Zuid,37
1621108500000,60-LMS,2
1621108500000,61-Vliegtuighal,3
1621108500000,62-LR,4
1621108500000,63-Simona,0
1621108500000,64-HSL,0
1621108500000,66-Fellowship,0
1621108500000,Katalyse Labaratorium,0
1621108500000,Unknown,0
1621108500000,VLL-LAB(TNO),6
1621108800000,03-Science Center,11
1621108800000,05-TNW-BIO,2
1621108800000,08-BK-City,6
1621108800000,19-Studuitzendbureau,0
1621108800000,20-Aula,7
1621108800000,21-BTUD,50
1621108800000,22-TNW-TN,45
1621108800000,23-CITG,20
1621108800000,25-GreenVillage,19
1621108800000,26-Bouwcampus,8
1621108800000,28- WNI,3
1621108800000,30-IKC_ISD-FMVG,36
1621108800000,30-O S,0
1621108800000,31-TBM,4
1621108800000,32-OCP-IO,11
1621108800000,32a- Learninglab,0
1621108800000,33-Pulse,40
1621108800000,34-3ME,27
1621108800000,35-Drebbelweg,1
1621108800000,36-ESP-Lab,8
1621108800000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621108800000,36-EWI-HB,1
1621108800000,37-Sportcentrum,11
1621108800000,38-Cultureel Centrum,0
1621108800000,43-EGM,0
1621108800000,45-LSL,1
1621108800000,46-P E lab,0
1621108800000,50-TNW-RID,15
1621108800000,58-TNW-Zuid,36
1621108800000,60-LMS,2
1621108800000,61-Vliegtuighal,3
1621108800000,62-LR,4
1621108800000,63-Simona,0
1621108800000,64-HSL,0
1621108800000,66-Fellowship,0
1621108800000,Katalyse Labaratorium,2
1621108800000,Unknown,1
1621108800000,VLL-LAB(TNO),6
1621109100000,03-Science Center,14
1621109100000,05-TNW-BIO,1
1621109100000,08-BK-City,3
1621109100000,19-Studuitzendbureau,0
1621109100000,20-Aula,9
1621109100000,21-BTUD,52
1621109100000,22-TNW-TN,43
1621109100000,23-CITG,22
1621109100000,25-GreenVillage,19
1621109100000,26-Bouwcampus,8
1621109100000,28- WNI,2
1621109100000,30-IKC_ISD-FMVG,37
1621109100000,30-O S,0
1621109100000,31-TBM,2
1621109100000,32-OCP-IO,11
1621109100000,32a- Learninglab,0
1621109100000,33-Pulse,33
1621109100000,34-3ME,29
1621109100000,35-Drebbelweg,1
1621109100000,36-ESP-Lab,9
1621109100000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621109100000,36-EWI-HB,2
1621109100000,37-Sportcentrum,9
1621109100000,38-Cultureel Centrum,1
1621109100000,43-EGM,0
1621109100000,45-LSL,1
1621109100000,46-P E lab,0
1621109100000,50-TNW-RID,14
1621109100000,58-TNW-Zuid,34
1621109100000,60-LMS,1
1621109100000,61-Vliegtuighal,3
1621109100000,62-LR,4
1621109100000,63-Simona,0
1621109100000,64-HSL,0
1621109100000,66-Fellowship,0
1621109100000,Katalyse Labaratorium,2
1621109100000,Unknown,0
1621109100000,VLL-LAB(TNO),6
1621109400000,03-Science Center,10
1621109400000,05-TNW-BIO,2
1621109400000,08-BK-City,2
1621109400000,19-Studuitzendbureau,0
1621109400000,20-Aula,9
1621109400000,21-BTUD,54
1621109400000,22-TNW-TN,41
1621109400000,23-CITG,23
1621109400000,25-GreenVillage,21
1621109400000,26-Bouwcampus,6
1621109400000,28- WNI,2
1621109400000,30-IKC_ISD-FMVG,35
1621109400000,30-O S,0
1621109400000,31-TBM,3
1621109400000,32-OCP-IO,10
1621109400000,32a- Learninglab,0
1621109400000,33-Pulse,33
1621109400000,34-3ME,24
1621109400000,35-Drebbelweg,1
1621109400000,36-ESP-Lab,8
1621109400000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621109400000,36-EWI-HB,1
1621109400000,37-Sportcentrum,11
1621109400000,38-Cultureel Centrum,0
1621109400000,43-EGM,0
1621109400000,45-LSL,1
1621109400000,46-P E lab,0
1621109400000,50-TNW-RID,13
1621109400000,58-TNW-Zuid,38
1621109400000,60-LMS,2
1621109400000,61-Vliegtuighal,3
1621109400000,62-LR,4
1621109400000,63-Simona,0
1621109400000,64-HSL,0
1621109400000,66-Fellowship,0
1621109400000,Katalyse Labaratorium,3
1621109400000,Unknown,0
1621109400000,VLL-LAB(TNO),6
1621109700000,03-Science Center,9
1621109700000,05-TNW-BIO,1
1621109700000,08-BK-City,5
1621109700000,19-Studuitzendbureau,0
1621109700000,20-Aula,5
1621109700000,21-BTUD,51
1621109700000,22-TNW-TN,43
1621109700000,23-CITG,22
1621109700000,25-GreenVillage,20
1621109700000,26-Bouwcampus,7
1621109700000,28- WNI,2
1621109700000,30-IKC_ISD-FMVG,36
1621109700000,30-O S,0
1621109700000,31-TBM,3
1621109700000,32-OCP-IO,9
1621109700000,32a- Learninglab,0
1621109700000,33-Pulse,30
1621109700000,34-3ME,22
1621109700000,35-Drebbelweg,1
1621109700000,36-ESP-Lab,8
1621109700000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621109700000,36-EWI-HB,1
1621109700000,37-Sportcentrum,11
1621109700000,38-Cultureel Centrum,0
1621109700000,43-EGM,0
1621109700000,45-LSL,1
1621109700000,46-P E lab,0
1621109700000,50-TNW-RID,13
1621109700000,58-TNW-Zuid,35
1621109700000,60-LMS,0
1621109700000,61-Vliegtuighal,2
1621109700000,62-LR,5
1621109700000,63-Simona,0
1621109700000,64-HSL,0
1621109700000,66-Fellowship,0
1621109700000,Katalyse Labaratorium,1
1621109700000,Unknown,1
1621109700000,VLL-LAB(TNO),6
1621110000000,03-Science Center,11
1621110000000,05-TNW-BIO,1
1621110000000,08-BK-City,3
1621110000000,19-Studuitzendbureau,1
1621110000000,20-Aula,5
1621110000000,21-BTUD,50
1621110000000,22-TNW-TN,41
1621110000000,23-CITG,17
1621110000000,25-GreenVillage,21
1621110000000,26-Bouwcampus,7
1621110000000,28- WNI,2
1621110000000,30-IKC_ISD-FMVG,36
1621110000000,30-O S,0
1621110000000,31-TBM,3
1621110000000,32-OCP-IO,12
1621110000000,32a- Learninglab,0
1621110000000,33-Pulse,26
1621110000000,34-3ME,25
1621110000000,35-Drebbelweg,1
1621110000000,36-ESP-Lab,8
1621110000000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,17
1621110000000,36-EWI-HB,2
1621110000000,37-Sportcentrum,11
1621110000000,38-Cultureel Centrum,1
1621110000000,43-EGM,0
1621110000000,45-LSL,2
1621110000000,46-P E lab,0
1621110000000,50-TNW-RID,11
1621110000000,58-TNW-Zuid,36
1621110000000,60-LMS,2
1621110000000,61-Vliegtuighal,2
1621110000000,62-LR,4
1621110000000,63-Simona,0
1621110000000,64-HSL,0
1621110000000,66-Fellowship,0
1621110000000,Katalyse Labaratorium,3
1621110000000,Unknown,2
1621110000000,VLL-LAB(TNO),6
1621110300000,03-Science Center,10
1621110300000,05-TNW-BIO,1
1621110300000,08-BK-City,3
1621110300000,19-Studuitzendbureau,1
1621110300000,20-Aula,7
1621110300000,21-BTUD,49
1621110300000,22-TNW-TN,36
1621110300000,23-CITG,19
1621110300000,25-GreenVillage,20
1621110300000,26-Bouwcampus,7
1621110300000,28- WNI,2
1621110300000,30-IKC_ISD-FMVG,37
1621110300000,30-O S,0
1621110300000,31-TBM,5
1621110300000,32-OCP-IO,12
1621110300000,32a- Learninglab,0
1621110300000,33-Pulse,24
1621110300000,34-3ME,23
1621110300000,35-Drebbelweg,1
1621110300000,36-ESP-Lab,9
1621110300000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621110300000,36-EWI-HB,1
1621110300000,37-Sportcentrum,9
1621110300000,38-Cultureel Centrum,0
1621110300000,43-EGM,0
1621110300000,45-LSL,1
1621110300000,46-P E lab,0
1621110300000,50-TNW-RID,13
1621110300000,58-TNW-Zuid,36
1621110300000,60-LMS,1
1621110300000,61-Vliegtuighal,3
1621110300000,62-LR,4
1621110300000,63-Simona,0
1621110300000,64-HSL,0
1621110300000,66-Fellowship,0
1621110300000,Katalyse Labaratorium,1
1621110300000,Unknown,0
1621110300000,VLL-LAB(TNO),6
1621110600000,03-Science Center,10
1621110600000,05-TNW-BIO,2
1621110600000,08-BK-City,2
1621110600000,19-Studuitzendbureau,0
1621110600000,20-Aula,9
1621110600000,21-BTUD,48
1621110600000,22-TNW-TN,39
1621110600000,23-CITG,17
1621110600000,25-GreenVillage,22
1621110600000,26-Bouwcampus,7
1621110600000,28- WNI,3
1621110600000,30-IKC_ISD-FMVG,35
1621110600000,30-O S,0
1621110600000,31-TBM,2
1621110600000,32-OCP-IO,11
1621110600000,32a- Learninglab,0
1621110600000,33-Pulse,18
1621110600000,34-3ME,26
1621110600000,35-Drebbelweg,1
1621110600000,36-ESP-Lab,8
1621110600000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,18
1621110600000,36-EWI-HB,1
1621110600000,37-Sportcentrum,10
1621110600000,38-Cultureel Centrum,0
1621110600000,43-EGM,0
1621110600000,45-LSL,1
1621110600000,46-P E lab,0
1621110600000,50-TNW-RID,14
1621110600000,58-TNW-Zuid,35
1621110600000,60-LMS,1
1621110600000,61-Vliegtuighal,4
1621110600000,62-LR,5
1621110600000,63-Simona,0
1621110600000,64-HSL,0
1621110600000,66-Fellowship,0
1621110600000,Katalyse Labaratorium,3
1621110600000,Unknown,1
1621110600000,VLL-LAB(TNO),6
1621110900000,03-Science Center,10
1621110900000,05-TNW-BIO,1
1621110900000,08-BK-City,3
1621110900000,19-Studuitzendbureau,0
1621110900000,20-Aula,8
1621110900000,21-BTUD,42
1621110900000,22-TNW-TN,37
1621110900000,23-CITG,18
1621110900000,25-GreenVillage,21
1621110900000,26-Bouwcampus,7
1621110900000,28- WNI,2
1621110900000,30-IKC_ISD-FMVG,36
1621110900000,30-O S,1
1621110900000,31-TBM,2
1621110900000,32-OCP-IO,11
1621110900000,32a- Learninglab,0
1621110900000,33-Pulse,12
1621110900000,34-3ME,25
1621110900000,35-Drebbelweg,1
1621110900000,36-ESP-Lab,8
1621110900000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621110900000,36-EWI-HB,1
1621110900000,37-Sportcentrum,9
1621110900000,38-Cultureel Centrum,0
1621110900000,43-EGM,1
1621110900000,45-LSL,1
1621110900000,46-P E lab,0
1621110900000,50-TNW-RID,15
1621110900000,58-TNW-Zuid,36
1621110900000,60-LMS,2
1621110900000,61-Vliegtuighal,3
1621110900000,62-LR,4
1621110900000,63-Simona,0
1621110900000,64-HSL,1
1621110900000,66-Fellowship,0
1621110900000,Katalyse Labaratorium,2
1621110900000,Unknown,0
1621110900000,VLL-LAB(TNO),6
1621111200000,03-Science Center,11
1621111200000,05-TNW-BIO,1
1621111200000,08-BK-City,3
1621111200000,19-Studuitzendbureau,0
1621111200000,20-Aula,7
1621111200000,21-BTUD,39
1621111200000,22-TNW-TN,41
1621111200000,23-CITG,16
1621111200000,25-GreenVillage,23
1621111200000,26-Bouwcampus,6
1621111200000,28- WNI,2
1621111200000,30-IKC_ISD-FMVG,35
1621111200000,30-O S,0
1621111200000,31-TBM,2
1621111200000,32-OCP-IO,9
1621111200000,32a- Learninglab,0
1621111200000,33-Pulse,11
1621111200000,34-3ME,25
1621111200000,35-Drebbelweg,1
1621111200000,36-ESP-Lab,8
1621111200000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,15
1621111200000,36-EWI-HB,1
1621111200000,37-Sportcentrum,9
1621111200000,38-Cultureel Centrum,0
1621111200000,43-EGM,1
1621111200000,45-LSL,2
1621111200000,46-P E lab,0
1621111200000,50-TNW-RID,14
1621111200000,58-TNW-Zuid,37
1621111200000,60-LMS,1
1621111200000,61-Vliegtuighal,3
1621111200000,62-LR,4
1621111200000,63-Simona,0
1621111200000,64-HSL,0
1621111200000,66-Fellowship,0
1621111200000,Katalyse Labaratorium,2
1621111200000,Unknown,0
1621111200000,VLL-LAB(TNO),6
1621111500000,03-Science Center,10
1621111500000,05-TNW-BIO,2
1621111500000,08-BK-City,4
1621111500000,19-Studuitzendbureau,1
1621111500000,20-Aula,7
1621111500000,21-BTUD,40
1621111500000,22-TNW-TN,39
1621111500000,23-CITG,17
1621111500000,25-GreenVillage,22
1621111500000,26-Bouwcampus,6
1621111500000,28- WNI,2
1621111500000,30-IKC_ISD-FMVG,36
1621111500000,30-O S,0
1621111500000,31-TBM,3
1621111500000,32-OCP-IO,9
1621111500000,32a- Learninglab,0
1621111500000,33-Pulse,4
1621111500000,34-3ME,26
1621111500000,35-Drebbelweg,1
1621111500000,36-ESP-Lab,9
1621111500000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,17
1621111500000,36-EWI-HB,2
1621111500000,37-Sportcentrum,9
1621111500000,38-Cultureel Centrum,0
1621111500000,43-EGM,0
1621111500000,45-LSL,1
1621111500000,46-P E lab,0
1621111500000,50-TNW-RID,14
1621111500000,58-TNW-Zuid,37
1621111500000,60-LMS,1
1621111500000,61-Vliegtuighal,3
1621111500000,62-LR,4
1621111500000,63-Simona,0
1621111500000,64-HSL,0
1621111500000,66-Fellowship,0
1621111500000,Katalyse Labaratorium,2
1621111500000,Unknown,0
1621111500000,VLL-LAB(TNO),6
1621111800000,03-Science Center,10
1621111800000,05-TNW-BIO,1
1621111800000,08-BK-City,3
1621111800000,19-Studuitzendbureau,0
1621111800000,20-Aula,12
1621111800000,21-BTUD,34
1621111800000,22-TNW-TN,37
1621111800000,23-CITG,19
1621111800000,25-GreenVillage,22
1621111800000,26-Bouwcampus,7
1621111800000,28- WNI,2
1621111800000,30-IKC_ISD-FMVG,36
1621111800000,30-O S,0
1621111800000,31-TBM,2
1621111800000,32-OCP-IO,10
1621111800000,32a- Learninglab,0
1621111800000,33-Pulse,4
1621111800000,34-3ME,24
1621111800000,35-Drebbelweg,1
1621111800000,36-ESP-Lab,8
1621111800000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,17
1621111800000,36-EWI-HB,1
1621111800000,37-Sportcentrum,10
1621111800000,38-Cultureel Centrum,0
1621111800000,43-EGM,1
1621111800000,45-LSL,1
1621111800000,46-P E lab,0
1621111800000,50-TNW-RID,14
1621111800000,58-TNW-Zuid,37
1621111800000,60-LMS,0
1621111800000,61-Vliegtuighal,3
1621111800000,62-LR,4
1621111800000,63-Simona,0
1621111800000,64-HSL,0
1621111800000,66-Fellowship,0
1621111800000,Katalyse Labaratorium,3
1621111800000,Unknown,0
1621111800000,VLL-LAB(TNO),6
1621112100000,03-Science Center,10
1621112100000,05-TNW-BIO,1
1621112100000,08-BK-City,2
1621112100000,19-Studuitzendbureau,1
1621112100000,20-Aula,16
1621112100000,21-BTUD,25
1621112100000,22-TNW-TN,38
1621112100000,23-CITG,17
1621112100000,25-GreenVillage,21
1621112100000,26-Bouwcampus,7
1621112100000,28- WNI,2
1621112100000,30-IKC_ISD-FMVG,36
1621112100000,30-O S,0
1621112100000,31-TBM,2
1621112100000,32-OCP-IO,9
1621112100000,32a- Learninglab,0
1621112100000,33-Pulse,4
1621112100000,34-3ME,20
1621112100000,35-Drebbelweg,1
1621112100000,36-ESP-Lab,8
1621112100000,36-EWI LB_K t/m 3 & HB_K  t/m 2e ,16
1621112100000,36-EWI-HB,1
